Business Partner;Naam;Service Adres ;Postcode;Woonplaats;Uitvoerdatum;KG;Aantal;Volume;Totaal volume;Gewicht per m3;Chauffeursbon;Contract;Afvalsoort;Periode;KG vergelijk;Afvalsoort vergelijk;Norm
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;09-04-2021;90;2;2500;5000;18;10294808 - 0109;55586168;Bedrijfsafval;2021-04;90;Bedrijfsafval;90
7001298561;Amphytrion Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;26-04-2021;81;1;240;240;337;10396623 - 0362;55584144;Glas, bont flessen-;2021-04;81;Glas, bont flessen-;210
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;09-04-2021;33;1;660;660;50;10362580 - 0015;55584939;Ongesorteerd papier en karton, Ind;2021-04;33;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;21-04-2021;60;1;2500;2500;24;10400069 - 0159;55586168;Bedrijfsafval;2021-04;60;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;06-04-2021;24;2;120;240;101;10353743 - 0216;55586168;Swill;2021-04;24;Swill;460
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;12-04-2021;37;1;240;240;154;10347997 - 0303;55586168;Glas, bont flessen-;2021-04;37;Glas, bont flessen-;210
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;19-04-2021;11;3;240;720;16;10370138 - 0411;55586168;PBD Bedrijven;2021-04;11;PBD Bedrijven;50
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;23-04-2021;40;1;660;660;61;10410253 - 0167;55584939;Ongesorteerd papier en karton, Ind;2021-04;40;Ongesorteerd papier en karton, Ind;50
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;01-04-2021;115;1;2500;2500;46;10331780 - 0094;55586168;Bedrijfsafval;2021-04;115;Bedrijfsafval;90
7001298561;Keuken Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;30-04-2021;450;2;2500;5000;90;10436781 - 0109;55586168;Bedrijfsafval;2021-04;450;Bedrijfsafval;90
7001298561;Hotel Hoge Hotelschool;Bethlehemweg 2;6222 BM;MAASTRICHT;02-04-2021;50;1;660;660;76;10337214 - 0164;55584939;Ongesorteerd papier en karton, Ind;2021-04;50;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;28-04-2021;31;4;660;2640;12;10426027 - 0024;55586308;Bedrijfsafval;2021-04;31;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;28-04-2021;30;4;240;960;32;10426031 - 0099;55585858;Ongesorteerd papier en karton, Ind;2021-04;30;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;09-04-2021;83;5;660;3300;25;10294808 - 0029;55586308;Bedrijfsafval;2021-04;83;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;13-04-2021;26;3;240;720;36;10369810 - 0043;55585858;Ongesorteerd papier en karton, Ind;2021-04;26;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;20-04-2021;153;3;240;720;213;10396150 - 0154;55581986;Vertrouwelijk Archief;2021-04;153;Vertrouwelijk Archief;170
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;20-04-2021;91;1;1100;1100;82;10396145 - 0076;55585858;Ongesorteerd papier en karton, Ind;2021-04;91;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;20-04-2021;59;3;240;720;82;10396145 - 0047;55585858;Ongesorteerd papier en karton, Ind;2021-04;59;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;30-04-2021;10;1;240;240;42;10436796 - 0044;55585858;Ongesorteerd papier en karton, Ind;2021-04;10;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;21-04-2021;140;8;660;5280;27;10400839 - 0024;55586308;Bedrijfsafval;2021-04;140;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;09-04-2021;63;1;2500;2500;25;10294808 - 0026;55586308;Bedrijfsafval;2021-04;63;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;09-04-2021;55;1;1100;1100;50;10362597 - 0080;55585858;Ongesorteerd papier en karton, Ind;2021-04;55;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;09-04-2021;24;2;240;480;50;10362597 - 0051;55585858;Ongesorteerd papier en karton, Ind;2021-04;24;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;28-04-2021;29;1;2500;2500;12;10426027 - 0022;55586308;Bedrijfsafval;2021-04;29;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;14-04-2021;215;9;660;5940;36;10371385 - 0026;55586308;Bedrijfsafval;2021-04;215;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;19-04-2021;10;1;240;240;43;10370138 - 0303;55580914;Glas, bont flessen-;2021-04;10;Glas, bont flessen-;210
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;06-04-2021;105;6;240;1440;73;10371314 - 0026;55585858;Ongesorteerd papier en karton, Ind;2021-04;105;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;06-04-2021;160;2;1100;2200;73;10371314 - 0055;55585858;Ongesorteerd papier en karton, Ind;2021-04;160;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;30-04-2021;220;4;660;2640;83;10436781 - 0026;55586308;Bedrijfsafval;2021-04;220;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;14-04-2021;62;1;240;240;258;10374640 - 0020;55581986;Vertrouwelijk Archief;2021-04;62;Vertrouwelijk Archief;170
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;28-04-2021;70;2;1100;2200;32;10426031 - 0128;55585858;Ongesorteerd papier en karton, Ind;2021-04;70;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;07-04-2021;55;2;660;1320;42;10288067 - 0022;55586308;Bedrijfsafval;2021-04;55;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;16-04-2021;5;1;240;240;21;10384700 - 0044;55585858;Ongesorteerd papier en karton, Ind;2021-04;5;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;13-04-2021;79;2;1100;2200;36;10369810 - 0072;55585858;Ongesorteerd papier en karton, Ind;2021-04;79;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;23-04-2021;10;2;240;480;21;10410521 - 0050;55585858;Ongesorteerd papier en karton, Ind;2021-04;10;Ongesorteerd papier en karton, Ind;50
7001298563;Nieuw Eyckholt;Bonnefantenstraat 15;6211 KL;MAASTRICHT;21-04-2021;;1;0;0;;10418027 - 0000;55658306;Bedrijfsafval ter vernietiging shredderi;2021-04;;Bedrijfsafval ter vernietiging shredderi;
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;16-04-2021;110;5;660;3300;33;10383308 - 0031;55586308;Bedrijfsafval;2021-04;110;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;23-04-2021;100;5;660;3300;30;10410424 - 0027;55586308;Bedrijfsafval;2021-04;100;Bedrijfsafval;90
7001298563;Nieuw Eyckholt;Nieuw-Eyckholt 300;6419 DJ;HEERLEN;02-04-2021;200;5;660;3300;61;10336953 - 0027;55586308;Bedrijfsafval;2021-04;200;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;30-04-2021;165;2;1100;2200;75;10436184 - 0219;55580314;Bedrijfsafval;2021-04;165;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;13-04-2021;35;2;1100;2200;16;10369907 - 0198;55580314;Bedrijfsafval;2021-04;35;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;15-04-2021;12;2;240;480;24;10363122 - 0205;55580314;PBD Bedrijven;2021-04;12;PBD Bedrijven;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;08-04-2021;12;2;240;480;26;10337175 - 0203;55580314;PBD Bedrijven;2021-04;12;PBD Bedrijven;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;09-04-2021;35;2;660;1320;27;10362580 - 0013;55580314;Ongesorteerd papier en karton, Ind;2021-04;35;Ongesorteerd papier en karton, Ind;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;23-04-2021;80;2;1100;2200;36;10410251 - 0216;55580314;Bedrijfsafval;2021-04;80;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;01-04-2021;5;1;240;240;22;10310341 - 0211;55580314;PBD Bedrijven;2021-04;5;PBD Bedrijven;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;06-04-2021;70;1;1100;1100;64;10348017 - 0190;55580314;Bedrijfsafval;2021-04;70;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;16-04-2021;55;2;1100;2200;25;10384813 - 0218;55580314;Bedrijfsafval;2021-04;55;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;30-04-2021;25;1;660;660;38;10436902 - 0013;55580314;Ongesorteerd papier en karton, Ind;2021-04;25;Ongesorteerd papier en karton, Ind;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;29-04-2021;4;1;240;240;17;10410567 - 0204;55580314;PBD Bedrijven;2021-04;4;PBD Bedrijven;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;22-04-2021;9;2;240;480;18;10384972 - 0194;55580314;PBD Bedrijven;2021-04;9;PBD Bedrijven;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;23-04-2021;33;1;660;660;50;10410253 - 0013;55580314;Ongesorteerd papier en karton, Ind;2021-04;33;Ongesorteerd papier en karton, Ind;50
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;09-04-2021;150;2;1100;2200;68;10362669 - 0218;55580314;Bedrijfsafval;2021-04;150;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;20-04-2021;45;2;1100;2200;20;10395886 - 0193;55580314;Bedrijfsafval;2021-04;45;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;02-04-2021;65;1;1100;1100;59;10337133 - 0219;55580314;Bedrijfsafval;2021-04;65;Bedrijfsafval;90
7001298568;Toneelacademie;Achter de Barakken 31;6211 RZ;MAASTRICHT;06-04-2021;15;1;660;660;23;10348017 - 0133;55586128;Bedrijfsafval;2021-04;15;Bedrijfsafval;90
7001298568;Toneelacademie;Achter de Barakken 31;6211 RZ;MAASTRICHT;13-04-2021;59;1;660;660;90;10369907 - 0139;55586128;Bedrijfsafval;2021-04;59;Bedrijfsafval;90
7001298568;Toneelacademie;Achter de Barakken 31;6211 RZ;MAASTRICHT;20-04-2021;30;1;660;660;45;10395886 - 0134;55586128;Bedrijfsafval;2021-04;30;Bedrijfsafval;90
7001298568;Toneelacademie;Lenculenstraat 31-33;6211 KP;MAASTRICHT;16-04-2021;33;1;660;660;50;10384814 - 0014;55580314;Ongesorteerd papier en karton, Ind;2021-04;33;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;26-04-2021;33;1;660;660;50;10416280 - 0100;55586907;Ongesorteerd papier en karton, Ind;2021-04;33;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;19-04-2021;33;1;660;660;50;10391016 - 0101;55586907;Ongesorteerd papier en karton, Ind;2021-04;33;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;30-04-2021;63;1;1100;1100;58;10436184 - 0216;55584931;Bedrijfsafval;2021-04;63;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;26-04-2021;12;1;240;240;50;10416280 - 0096;55586897;Ongesorteerd papier en karton, Ind;2021-04;12;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;09-04-2021;13;1;240;240;56;10362669 - 0193;55586897;Bedrijfsafval;2021-04;13;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;30-04-2021;88;2;660;1320;67;10436184 - 0201;55586897;Bedrijfsafval;2021-04;88;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;12-04-2021;21;3;240;720;29;10368575 - 0095;55586897;Ongesorteerd papier en karton, Ind;2021-04;21;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;06-04-2021;37;1;1100;1100;34;10348017 - 0187;55584931;Bedrijfsafval;2021-04;37;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;16-04-2021;30;1;1100;1100;27;10384813 - 0215;55584931;Bedrijfsafval;2021-04;30;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;06-04-2021;8;1;240;240;34;10348017 - 0180;55584931;Bedrijfsafval;2021-04;8;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;30-04-2021;42;3;240;720;58;10436184 - 0209;55584931;Bedrijfsafval;2021-04;42;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;13-04-2021;43;2;240;480;90;10369907 - 0188;55584931;Bedrijfsafval;2021-04;43;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;01-04-2021;7;3;240;720;10;10310341 - 0041;55584931;PBD Bedrijven;2021-04;7;PBD Bedrijven;50
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;19-04-2021;12;1;240;240;50;10391016 - 0106;55584931;Ongesorteerd papier en karton, Ind;2021-04;12;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;23-04-2021;15;1;1100;1100;14;10410251 - 0213;55584931;Bedrijfsafval;2021-04;15;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;12-04-2021;12;1;240;240;50;10368575 - 0104;55584931;Ongesorteerd papier en karton, Ind;2021-04;12;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Kruisherengang 12;6211 NW;MAASTRICHT;20-04-2021;20;1;1100;1100;18;10395886 - 0190;55584931;Bedrijfsafval;2021-04;20;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;12-04-2021;23;2;240;480;48;10368575 - 0100;55586907;Ongesorteerd papier en karton, Ind;2021-04;23;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;30-04-2021;10;2;240;480;21;10436184 - 0205;55586907;Bedrijfsafval;2021-04;10;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;19-04-2021;24;2;240;480;50;10391016 - 0102;55586907;Ongesorteerd papier en karton, Ind;2021-04;24;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;26-04-2021;36;3;240;720;50;10416280 - 0101;55586907;Ongesorteerd papier en karton, Ind;2021-04;36;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;23-04-2021;35;1;1100;1100;32;10410251 - 0201;55586907;Bedrijfsafval;2021-04;35;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;06-04-2021;85;1;240;240;354;10348017 - 0176;55586907;Bedrijfsafval;2021-04;85;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;09-04-2021;21;2;240;480;44;10362669 - 0204;55586907;Bedrijfsafval;2021-04;21;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;09-04-2021;49;1;1100;1100;44;10362669 - 0203;55586907;Bedrijfsafval;2021-04;49;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;12-04-2021;32;1;660;660;48;10368575 - 0099;55586907;Ongesorteerd papier en karton, Ind;2021-04;32;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;06-04-2021;59;1;660;660;90;10348017 - 0172;55586897;Bedrijfsafval;2021-04;59;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;16-04-2021;55;1;660;660;83;10384813 - 0200;55586897;Bedrijfsafval;2021-04;55;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;12-04-2021;19;1;660;660;29;10368575 - 0093;55586897;Ongesorteerd papier en karton, Ind;2021-04;19;Ongesorteerd papier en karton, Ind;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;20-04-2021;35;1;660;660;53;10395886 - 0175;55586897;Bedrijfsafval;2021-04;35;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;30-04-2021;32;2;240;480;67;10436184 - 0194;55586897;Bedrijfsafval;2021-04;32;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;13-04-2021;33;1;660;660;50;10369907 - 0180;55586897;Bedrijfsafval;2021-04;33;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;22-04-2021;48;4;240;960;50;10384972 - 0191;55586897;PBD Bedrijven;2021-04;48;PBD Bedrijven;50
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;13-04-2021;12;1;240;240;50;10369907 - 0173;55586897;Bedrijfsafval;2021-04;12;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;16-04-2021;80;4;240;960;83;10384813 - 0193;55586897;Bedrijfsafval;2021-04;80;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;23-04-2021;25;1;660;660;38;10410251 - 0198;55586897;Bedrijfsafval;2021-04;25;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;09-04-2021;37;1;660;660;56;10362669 - 0200;55586897;Bedrijfsafval;2021-04;37;Bedrijfsafval;90
7001298569;Academie Beeldende Kunsten;Herdenkingsplein 12;6211 PW;MAASTRICHT;20-04-2021;25;2;240;480;53;10395886 - 0168;55586897;Bedrijfsafval;2021-04;25;Bedrijfsafval;90
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;07-04-2021;135;1;2500;2500;54;10352355 - 0031;55586357;Bedrijfsafval;2021-04;135;Bedrijfsafval;90
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;08-04-2021;188;2;1100;2200;86;10357156 - 0106;55581775;Ongesorteerd papier en karton, Ind;2021-04;188;Ongesorteerd papier en karton, Ind;50
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;08-04-2021;57;1;660;660;86;10357156 - 0097;55581775;Ongesorteerd papier en karton, Ind;2021-04;57;Ongesorteerd papier en karton, Ind;50
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;01-04-2021;55;1;1100;1100;50;10327528 - 0111;55581775;Ongesorteerd papier en karton, Ind;2021-04;55;Ongesorteerd papier en karton, Ind;50
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;12-04-2021;225;1;2500;2500;90;10368668 - 0035;55586357;Bedrijfsafval;2021-04;225;Bedrijfsafval;90
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;26-04-2021;105;1;2500;2500;42;10416274 - 0036;55586357;Bedrijfsafval;2021-04;105;Bedrijfsafval;90
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;15-04-2021;33;1;660;660;50;10375928 - 0095;55581775;Ongesorteerd papier en karton, Ind;2021-04;33;Ongesorteerd papier en karton, Ind;50
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;19-04-2021;60;1;2500;2500;24;10390588 - 0037;55586357;Bedrijfsafval;2021-04;60;Bedrijfsafval;90
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;22-04-2021;93;1;1100;1100;85;10405409 - 0102;55581775;Ongesorteerd papier en karton, Ind;2021-04;93;Ongesorteerd papier en karton, Ind;50
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;22-04-2021;112;2;660;1320;85;10405409 - 0093;55581775;Ongesorteerd papier en karton, Ind;2021-04;112;Ongesorteerd papier en karton, Ind;50
7001298571;Brusselseweg;Brusselseweg 150;6217 HB;MAASTRICHT;29-04-2021;66;2;660;1320;50;10430572 - 0096;55581775;Ongesorteerd papier en karton, Ind;2021-04;66;Ongesorteerd papier en karton, Ind;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;01-04-2021;45;1;660;660;68;10331774 - 0150;55581275;Bedrijfsafval;2021-04;45;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;02-04-2021;12;1;240;240;50;10337214 - 0151;55581275;Ongesorteerd papier en karton, Ind;2021-04;12;Ongesorteerd papier en karton, Ind;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;29-04-2021;15;1;660;660;23;10426793 - 0156;55581275;Bedrijfsafval;2021-04;15;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;30-04-2021;12;1;240;240;50;10436902 - 0152;55581275;Ongesorteerd papier en karton, Ind;2021-04;12;Ongesorteerd papier en karton, Ind;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;02-04-2021;39;1;770;770;50;10337214 - 0161;55581275;Ongesorteerd papier en karton, Ind;2021-04;39;Ongesorteerd papier en karton, Ind;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;19-04-2021;25;1;660;660;38;10390588 - 0185;55581275;Bedrijfsafval;2021-04;25;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;22-04-2021;59;1;660;660;90;10405410 - 0156;55581275;Bedrijfsafval;2021-04;59;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;06-04-2021;59;1;660;660;90;10348017 - 0246;55581275;Bedrijfsafval;2021-04;59;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;26-04-2021;60;1;660;660;91;10416274 - 0189;55581275;Bedrijfsafval;2021-04;60;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;08-04-2021;12;1;240;240;50;10337175 - 0202;55581275;PBD Bedrijven;2021-04;12;PBD Bedrijven;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;16-04-2021;12;1;240;240;50;10384814 - 0152;55581275;Ongesorteerd papier en karton, Ind;2021-04;12;Ongesorteerd papier en karton, Ind;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;08-04-2021;20;1;660;660;30;10357322 - 0154;55581275;Bedrijfsafval;2021-04;20;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;16-04-2021;39;1;770;770;50;10384814 - 0162;55581275;Ongesorteerd papier en karton, Ind;2021-04;39;Ongesorteerd papier en karton, Ind;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;22-04-2021;6;1;240;240;25;10384972 - 0193;55581275;PBD Bedrijven;2021-04;6;PBD Bedrijven;50
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;15-04-2021;25;1;660;660;38;10379257 - 0151;55581275;Bedrijfsafval;2021-04;25;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;12-04-2021;90;1;660;660;136;10368668 - 0187;55581275;Bedrijfsafval;2021-04;90;Bedrijfsafval;90
7001298572;Conservatorium Dependance;Franciscus Romanusweg 90;6221 AH;MAASTRICHT;30-04-2021;39;1;770;770;50;10436902 - 0162;55581275;Ongesorteerd papier en karton, Ind;2021-04;39;Ongesorteerd papier en karton, Ind;50
7001514761;De Ligne 1;Ligne 1;6131 MT;SITTARD;20-04-2021;288;5;240;1200;240;10396150 - 0269;55585784;Vertrouwelijk Archief;2021-04;288;Vertrouwelijk Archief;170
